"2007 SCOTTISH LOCAL ELECTION RESULTS";;;;;;;;;;;;;;;;;;;
"District";"Ward";"Candidate";"Party";"First prefs";"Elected";;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"Ian Douglas ";"SNP";1933;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"Winifred Sloan ";"C";1516;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"Eddie Bulik ";"Lab";1286;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"Mary Kilpatrick ";"C";1220;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"Gerry Crawley ";"Lab";861;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr E.";"James Stewart ";"Sol";183;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Douglas Campbell ";"Lab";1663;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Tom Slider ";"SNP";1506;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"John Hampton ";"C";1108;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Ian Cavana ";"Lab";712;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Rab Hill ";"Ind";445;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Ian Stewart ";"Lab";356;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Amanda McFarlane ";"Sol";117;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Liz Swan ";"SSP";66;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Jim McEwan ";"Ind";50;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr N.";"Tommy O'Lone ";"Ind";37;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Bill Grant ";"C";2176;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Mike Peddie ";"SNP";1499;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Elaine Little ";"Lab";1213;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Robin Reid ";"C";1127;1;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Alistair Kerr ";"C";634;;;;;;;;;;;;;;;
"South Ayrshire";"Ayr W.";"Ian McCabe ";"Ind";537;;;;;;;;;;;;;;;
"South Ayrshire";"Girvan & South Carrick";"Ian Fitzsimmons ";"C";1542;1;;;;;;;;;;;;;;
"South Ayrshire";"Girvan & South Carrick";"Alec Oattes ";"SNP";1368;1;;;;;;;;;;;;;;
"South Ayrshire";"Girvan & South Carrick";"John McDowall ";"Lab";721;1;;;;;;;;;;;;;;
"South Ayrshire";"Girvan & South Carrick";"Calum Little ";"Lab";504;;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"Andy Campbell ";"Lab";1128;1;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"John Allan ";"SNP";1080;1;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"Hywel Davies ";"C";891;1;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"Arthur Spurling ";"C";801;;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"Sam Gardiner ";"Ind";550;;;;;;;;;;;;;;;
"South Ayrshire";"Kyle";"Danny Howley ";"Lab";499;;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Mairi Low ";"SNP";1411;1;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Brian Connolly ";"Ind";1410;1;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Ann Galbreith ";"C";1111;1;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Sandra Goldie ";"Lab";970;1;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Peter Mason ";"Lab";526;;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"David Steele ";"C";281;;;;;;;;;;;;;;;
"South Ayrshire";"Maybole, North Carrick & Coylton";"Helen Whitefield ";"Ind";102;;;;;;;;;;;;;;;
"South Ayrshire";"Prestwick";"Stan Fisher ";"SNP";2062;1;;;;;;;;;;;;;;
"South Ayrshire";"Prestwick";"Hugh Hunter ";"C";1847;1;;;;;;;;;;;;;;
"South Ayrshire";"Prestwick";"Helen Moonie ";"Lab";1227;1;;;;;;;;;;;;;;
"South Ayrshire";"Prestwick";"Margaret Toner ";"C";1224;1;;;;;;;;;;;;;;
"South Ayrshire";"Prestwick";"George Watson ";"Lab";987;;;;;;;;;;;;;;;
"South Ayrshire";"Troon";"Peter Convery ";"C";2029;1;;;;;;;;;;;;;;
"South Ayrshire";"Troon";"Nan McFarlane ";"SNP";1765;1;;;;;;;;;;;;;;
"South Ayrshire";"Troon";"Philip Saxton ";"Lab";1499;1;;;;;;;;;;;;;;
"South Ayrshire";"Troon";"Bill McIntosh ";"C";1061;1;;;;;;;;;;;;;;
"South Ayrshire";"Troon";"Pat Brown ";"Ind";1029;;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"William Holman ";"SNP";1989;1;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Graeme Campbell ";"C";1384;1;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"James Malloy ";"Lab";1071;1;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Lynn Filshie ";"Ind";797;1;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Ian McInnes ";"Lab";788;;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Nigel Benzies ";"LD";414;;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"John Innes ";"Grn";333;;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Stuart Brown ";"Ind";238;;;;;;;;;;;;;;;
"South Lanarkshire";"Avondale & Stonehouse";"Frank Reilly ";"Ind";198;;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Hugh Dunsmuir ";"Lab";1586;1;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Bert Thomson ";"Ind";1365;1;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"John McNamee ";"SNP";1253;1;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Jim Handibode ";"Lab";1121;1;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Michael McGlynn ";"Ind";748;;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Morag Redpath ";"C";327;;;;;;;;;;;;;;;
"South Lanarkshire";"Blantyre";"Gavin Wallace ";"Ind";52;;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Henry Mitchell ";"C";1615;1;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Maureen Devlin ";"Lab";1292;1;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"James McGuigan ";"SNP";998;1;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Pat Morgan ";"Lab";696;;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Douglas Herbison ";"LD";477;;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Kenneth Robb ";"Grn";168;;;;;;;;;;;;;;;
"South Lanarkshire";"Bothwell & Uddingston";"Denis Reilly ";"Sol";132;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"Walter Brogan ";"Lab";1544;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"John Higgins ";"SNP";1120;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"Pam Clearie ";"Lab";859;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"Tunweer Malik ";"LD";684;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"Louise Campbell ";"C";423;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang E.";"David Stevenson ";"SSP";137;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"Russell Clearie ";"Lab";1253;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"John McGuinness ";"Lab";1225;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"Clare McColl ";"SNP";1209;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"David Baillie ";"LD";1191;1;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"Malcolm Macaskill ";"C";772;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"Christian Schmidt ";"Grn";187;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"Jimi Moore ";"SUP";154;;;;;;;;;;;;;;;
"South Lanarkshire";"Cambuslang W.";"David McClemont ";"SSP";130;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Beith Forrest ";"C";1204;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Hamish Stewart ";"C";1048;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Bev Gauld ";"SNP";1042;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Ralph Barker ";"Lab";832;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Tom Mitchell ";"SNP";824;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Ron Waddell ";"LD";305;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale E.";"Tom Dalbindale ";"Ind";101;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"George Sutherland ";"SNP";1468;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"Mary McNeill ";"Lab";1237;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"Patrick Ross-Taylor ";"C";1090;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"Brian Reilly ";"Lab";1019;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"Kenny Douglas ";"LD";841;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale N.";"Thomas Davidson ";"Grn";265;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"Danny Meikle ";"Lab";1709;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"Alex McInnes ";"Lab";1245;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"Archie Manson ";"SNP";1156;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"David Smart ";"SNP";1148;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"John Baillie ";"C";734;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale S.";"Billy McLean ";"Grn";183;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Eileen Logan ";"Lab";2549;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Ian Gray ";"SNP";1948;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Alex Allison ";"C";984;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"David Shearer ";"SNP";925;1;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Peter Meehan ";"LD";490;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Betty Rush ";"Lab";359;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Robin Mawhinney ";"SCP";180;;;;;;;;;;;;;;;
"South Lanarkshire";"Clydesdale W.";"Ruth Thomas ";"Grn";174;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Anne Maggs ";"SNP";2248;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Alice Mitchell ";"Lab";1899;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Christopher Thompson ";"Lab";1229;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Isabel Perratt ";"C";545;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Sheena Wardhaugh ";"SNP";538;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Raymond Burke ";"Grn";500;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Gordon Smith ";"LD";446;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Clare Keane ";"EKA";227;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Tim Gingell ";"EKA";169;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.N.";"Catherine Pedersen ";"SSP";130;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"John Anderson ";"SNP";1970;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Gerry Convery ";"Lab";1692;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Pat Watters ";"Lab";1089;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Anne Stewart ";"C";383;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Colin Linskey ";"LD";316;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Iain Cameron ";"EKA";309;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Alison Campbell ";"Grn";254;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride C.S.";"Mark Sands ";"SSP";150;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Jim Wardhaugh ";"SNP";1896;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"John Cairney ";"Lab";1414;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Graham Scott ";"Lab";639;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Ian Harrow ";"C";493;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Mark Watson ";"LD";271;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Andrew Williamson ";"Grn";210;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"Richard Naismith ";"EKA";189;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride E.";"John Doyle ";"Ind";122;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Archie Buchanan ";"SNP";2431;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Jim Docherty ";"Lab";1900;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Colin McKay ";"EKA";358;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Gillian Alexander ";"C";356;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Douglas Edwards ";"SNP";294;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Drew Campbell ";"Grn";167;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"John Park ";"Sol";129;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride S.";"Lynsey MacGregor ";"SSP";63;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"David Watson ";"SNP";1861;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Michael McCann ";"Lab";1805;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Graham Simpson ";"C";860;1;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Margaret McCulloch ";"Lab";688;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Pauline Aaron ";"LD";437;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Brian Jones ";"EKA";259;;;;;;;;;;;;;;;
"South Lanarkshire";"East Kilbride W.";"Kitty MacKenzie ";"Grn";232;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"Barry Douglas ";"SNP";1769;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"David McLachlan ";"Lab";1335;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"Mary Smith ";"Lab";1221;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"Andrew Leitch ";"C";917;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"James Ward ";"Ind";214;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton N. & E.";"Hugh Clements ";"Ind";190;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"Joe Lowe ";"Lab";2626;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"Bobby Lawson ";"SNP";1791;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"Brian McCaig ";"Lab";1005;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"John Murray ";"C";808;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"John Carracher ";"Ind";464;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"John Oswald ";"LD";427;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"David Holland ";"Ind";215;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton S.";"Denize McBride ";"Grn";188;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Allan Falconer ";"Lab";1670;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Graeme Horne ";"SNP";1591;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Tommy Gilligan ";"Ind";1433;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Jean McKeown ";"Lab";743;1;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"John Anderson ";"C";606;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Scot Graham ";"Grn";167;;;;;;;;;;;;;;;
"South Lanarkshire";"Hamilton W. & Earnock";"Gordon McGovern ";"SSP";124;;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Jackie Burns ";"Lab";2699;1;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Peter Craig ";"SNP";1264;1;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Lesley McDonald ";"SNP";890;1;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Gregor Cameron ";"C";563;;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Robin Cunningham ";"Lab";502;;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Mary Duckett ";"SUP";466;;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Andy Carmichael ";"Lab";366;1;;;;;;;;;;;;;;
"South Lanarkshire";"Larkhall";"Callan Dick ";"LD";349;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Edward McAvoy ";"Lab";1833;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Gordon Clark ";"SNP";1198;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Denis McKenna ";"Lab";786;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Janette Little ";"LD";666;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Ian Raeburn ";"C";283;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Susan Martin ";"Grn";176;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"Jim Nixon ";"SUP";157;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen C. & N.";"John Starrs ";"SSP";126;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Brian McKenna ";"Lab";1534;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Eileen Baxendale ";"LD";1077;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Anne Higgins ";"SNP";1045;1;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Patricia Osborne ";"Lab";846;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Jean Miller ";"C";529;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Danny Campbell ";"LD";506;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Brian McCutcheon ";"Ind";285;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Michael Tobin ";"Grn";150;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"Michael Haigh ";"SUP";135;;;;;;;;;;;;;;;
"South Lanarkshire";"Rutherglen S.";"John Patrick ";"SSP";106;;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"Alasdair MacPherson ";"SNP";1469;1;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"Margaret Brisley ";"Lab";1376;1;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"Gerard O'Brien ";"Lab";883;1;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"Alastair McCulloch ";"C";323;;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"Stephen Evans ";"Ind";216;;;;;;;;;;;;;;;
"Stirling";"Bannockburn";"David Smith ";"LD";164;;;;;;;;;;;;;;;
"Stirling";"Castle";"Jim Thomson ";"SNP";1482;1;;;;;;;;;;;;;;
"Stirling";"Castle";"John Hendry ";"Lab";1083;1;;;;;;;;;;;;;;
"Stirling";"Castle";"Lesley Stein ";"C";596;;;;;;;;;;;;;;;
"Stirling";"Castle";"Graham Reed ";"LD";456;1;;;;;;;;;;;;;;
"Stirling";"Castle";"Frances Junnier ";"Lab";340;;;;;;;;;;;;;;;
"Stirling";"Castle";"James McDonald ";"Ind";146;;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Graham Houston ";"SNP";1794;1;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Callum Campbell ";"C";1455;1;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Colin Finlay ";"Lab";1294;1;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"David Goss ";"LD";1067;1;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Hugh McCrea ";"C";801;;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Bill Baird ";"Ind";707;;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Duncan Illingworth ";"Grn";675;;;;;;;;;;;;;;;
"Stirling";"Dunblane & Bridge of Allan";"Jennifer Haston ";"SSP";69;;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"Colin O'Brien ";"Lab";1705;1;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"Graham Lambie ";"SNP";1500;1;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"Alistair Berrill ";"C";1281;1;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"David Lonsdale ";"C";1180;;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"Rona Sutherland ";"LD";823;;;;;;;;;;;;;;;
"Stirling";"Forth & Endrick";"Paul Henke ";"UKIP";58;;;;;;;;;;;;;;;
"Stirling";"Stirling E.";"Steven Paterson ";"SNP";1821;1;;;;;;;;;;;;;;
"Stirling";"Stirling E.";"Corrie McChord ";"Lab";1396;1;;;;;;;;;;;;;;
"Stirling";"Stirling E.";"Charles McKean ";"Lab";779;;;;;;;;;;;;;;;
"Stirling";"Stirling E.";"Ian Brown ";"LD";765;1;;;;;;;;;;;;;;
"Stirling";"Stirling E.";"Helen Scott ";"C";764;;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Scott Farmer ";"SNP";1674;1;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Andrew Simpson ";"Lab";1041;1;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Neil Benny ";"C";1005;1;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Gerry Power ";"C";740;;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Gordon Bruce ";"LD";699;;;;;;;;;;;;;;;
"Stirling";"Stirling W.";"Christine Simpson ";"Lab";376;;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Fergus Wood ";"SNP";1789;1;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Tony Ffinch ";"C";1065;1;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Paul Owens ";"Lab";839;1;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Mark Kenyon ";"C";782;;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Galen Milne ";"LD";568;;;;;;;;;;;;;;;
"Stirling";"Trossachs & Teith";"Charles Grant ";"Ind";373;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Patrick McGlinchey ";"Lab";1610;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Jim Brown ";"SNP";1423;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Willie McLaughlin ";"Lab";873;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Denis Agnew ";"Ind";601;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Andy White ";"Clydebk";548;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Alex Scullion ";"SNP";467;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"David Crichton ";"C";221;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Locky Cameron ";"Ind";155;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Danielle Casey ";"Grn";132;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Alex Cunningham ";"SSP";115;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank C.";"Charles Murray ";"Ind";30;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Gail Casey ";"Lab";1922;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"William Hendrie ";"SNP";1435;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Jim McElhill ";"SNP";585;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Marie McNair ";"Lab";537;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Dennis Brogan ";"Ind";407;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Jackie Maceira ";"Clydebk";378;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Terry Stables ";"C";277;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Joe Brady ";"Ind";266;;;;;;;;;;;;;;;
"West Dunbartonshire";"Clydebank Waterfront";"Dawn Fyfe ";"SSP";198;;;;;;;;;;;;;;;
"West Dunbartonshire";"Dumbarton";"Geoff Calvert ";"Lab";1292;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Dumbarton";"Iain Robertson ";"SNP";1204;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Dumbarton";"David McBride ";"Lab";1107;1;;;;;;;;;;;;;;
"West Dunbartonshire";"Dumbarton";"Betty Mitchell ";"SNP";979;;;;;;;;;;;;;;;
